"","","","","","","X.Intercept."
"270","13","1000","hn+cov1+cov2","0.7","cov1","0.0461997095328669"
"271","13","1000","hn+cov1+cov2","0.7","cov2","0.0723572891795412"
"272","13","1000","hn+cov1+cov2","0.7","aic","-49.4096704279732"
"273","13","1000","hn+cov1+cov2","0.7","varp","0.0460912367893746"
"274","14","1000","hn","0.7","p","0.508344808670603"
"275","14","1000","hn","0.7","n","78"
"276","14","1000","hn","0.7","b0","-0.992440232976754"
"277","14","1000","hn","0.7","cov1",NA
"278","14","1000","hn","0.7","cov2",NA
"279","14","1000","hn","0.7","aic","-50.0333522567072"
"280","14","1000","hn","0.7","varp","0.0446534508828263"
"281","14","1000","hn+cov1","0.7","p","0.424193910222495"
"282","14","1000","hn+cov1","0.7","n","78"
"283","14","1000","hn+cov1","0.7","b0","-2.19646230442794"
"284","14","1000","hn+cov1","0.7","cov1","0.173474551725231"
"285","14","1000","hn+cov1","0.7","cov2",NA
"286","14","1000","hn+cov1","0.7","aic","-67.5742321144773"
"287","14","1000","hn+cov1","0.7","varp","0.0463788547708666"
"288","14","1000","hn+cov1+cov2","0.7","p","0.42394489307621"
"289","14","1000","hn+cov1+cov2","0.7","n","78"
"290","14","1000","hn+cov1+cov2","0.7","b0","-2.15086625831882"
"291","14","1000","hn+cov1+cov2","0.7","cov1","0.17912215603224"
"292","14","1000","hn+cov1+cov2","0.7","cov2","-0.0106214369628821"
"293","14","1000","hn+cov1+cov2","0.7","aic","-65.6148461811266"
"294","14","1000","hn+cov1+cov2","0.7","varp","0.0463325948370455"
"295","15","1000","hn","0.7","p","0.551801800486668"
"296","15","1000","hn","0.7","n","84"
"297","15","1000","hn","0.7","b0","-0.89822450333851"
"298","15","1000","hn","0.7","cov1",NA
"299","15","1000","hn","0.7","cov2",NA
"300","15","1000","hn","0.7","aic","-44.8382837886301"
"301","15","1000","hn","0.7","varp","0.0512453291856816"
"302","15","1000","hn+cov1","0.7","p","0.49494993711435"
"303","15","1000","hn+cov1","0.7","n","84"
"304","15","1000","hn+cov1","0.7","b0","-1.69856173672516"
"305","15","1000","hn+cov1","0.7","cov1","0.120935540415551"
"306","15","1000","hn+cov1","0.7","cov2",NA
"307","15","1000","hn+cov1","0.7","aic","-57.1283876396058"
"308","15","1000","hn+cov1","0.7","varp","0.0510769655868597"
"309","15","1000","hn+cov1+cov2","0.7","p","0.494550238908956"
"310","15","1000","hn+cov1+cov2","0.7","n","84"
"311","15","1000","hn+cov1+cov2","0.7","b0","-1.67001092205245"
"312","15","1000","hn+cov1+cov2","0.7","cov1","0.135345203534474"
"313","15","1000","hn+cov1+cov2","0.7","cov2","-0.0169758872226113"
"314","15","1000","hn+cov1+cov2","0.7","aic","-55.2248125598241"
"315","15","1000","hn+cov1+cov2","0.7","varp","0.0508906146636554"
"316","16","1000","hn","0.7","p","0.561617248878242"
"317","16","1000","hn","0.7","n","78"
"318","16","1000","hn","0.7","b0","-0.877121815817771"
"319","16","1000","hn","0.7","cov1",NA
"320","16","1000","hn","0.7","cov2",NA
"321","16","1000","hn","0.7","aic","-39.8106481171052"
"322","16","1000","hn","0.7","varp","0.0534282326508647"
"323","16","1000","hn+cov1","0.7","p","0.532555187249328"
"324","16","1000","hn+cov1","0.7","n","78"
"325","16","1000","hn+cov1","0.7","b0","-1.5556312918398"
"326","16","1000","hn+cov1","0.7","cov1","0.102254936338526"
"327","16","1000","hn+cov1","0.7","cov2",NA
"328","16","1000","hn+cov1","0.7","aic","-44.7058233331972"
"329","16","1000","hn+cov1","0.7","varp","0.0511578659401474"
"330","16","1000","hn+cov1+cov2","0.7","p","0.532989254666497"
"331","16","1000","hn+cov1+cov2","0.7","n","78"
"332","16","1000","hn+cov1+cov2","0.7","b0","-1.66400538297666"
"333","16","1000","hn+cov1+cov2","0.7","cov1","0.0820467879736529"
"334","16","1000","hn+cov1+cov2","0.7","cov2","0.0337563943349061"
"335","16","1000","hn+cov1+cov2","0.7","aic","-42.8773699774248"
"336","16","1000","hn+cov1+cov2","0.7","varp","0.050843328204475"
"337","17","1000","hn","0.7","p","0.608956027708543"
"338","17","1000","hn","0.7","n","79"
"339","17","1000","hn","0.7","b0","-0.775084161121011"
"340","17","1000","hn","0.7","cov1",NA
"341","17","1000","hn","0.7","cov2",NA
"342","17","1000","hn","0.7","aic","-33.2550660705598"
"343","17","1000","hn","0.7","varp","0.0520493858018683"
"344","17","1000","hn+cov1","0.7","p","0.514721313828578"
"345","17","1000","hn+cov1","0.7","n","79"
"346","17","1000","hn+cov1","0.7","b0","-1.94897888760017"
"347","17","1000","hn+cov1","0.7","cov1","0.17168329210899"
"348","17","1000","hn+cov1","0.7","cov2",NA
"349","17","1000","hn+cov1","0.7","aic","-50.1929580779636"
"350","17","1000","hn+cov1","0.7","varp","0.0480225599595221"
"351","17","1000","hn+cov1+cov2","0.7","p","0.496797085865809"
"352","17","1000","hn+cov1+cov2","0.7","n","79"
"353","17","1000","hn+cov1+cov2","0.7","b0","-1.74498155316801"
"354","17","1000","hn+cov1+cov2","0.7","cov1","0.308739288380505"
"355","17","1000","hn+cov1+cov2","0.7","cov2","-0.131046833414632"
"356","17","1000","hn+cov1+cov2","0.7","aic","-50.9996213826979"
