"","","","","","","X.Intercept."
"396","22","30","hn+cov1+cov2","999","varp","0.0619232727888213"
"397","23","30","hn","999","p","0.420096641383824"
"398","23","30","hn","999","b0","-1.09012126584045"
"399","23","30","hn","999","cov1",NA
"400","23","30","hn","999","cov2",NA
"401","23","30","hn","999","aic","-20.8918308694615"
"402","23","30","hn","999","varp","0.0440071507571786"
"403","23","30","hn+cov1","999","p","0.354919595950478"
"404","23","30","hn+cov1","999","b0","-0.52064621604522"
"405","23","30","hn+cov1","999","cov1","-0.363144793263297"
"406","23","30","hn+cov1","999","cov2",NA
"407","23","30","hn+cov1","999","aic","-25.8313410020221"
"408","23","30","hn+cov1","999","varp","0.0677269434289938"
"409","23","30","hn+cov1+cov2","999","p","0.350016738147066"
"410","23","30","hn+cov1+cov2","999","b0","-0.590869556819401"
"411","23","30","hn+cov1+cov2","999","cov1","-0.663694333201924"
"412","23","30","hn+cov1+cov2","999","cov2","0.389629208945241"
"413","23","30","hn+cov1+cov2","999","aic","-24.3965074566391"
"414","23","30","hn+cov1+cov2","999","varp","0.0718146119748004"
"415","24","30","hn","999","p","0.380710721394262"
"416","24","30","hn","999","b0","-1.19049538264536"
"417","24","30","hn","999","cov1",NA
"418","24","30","hn","999","cov2",NA
"419","24","30","hn","999","aic","-26.2958112874858"
"420","24","30","hn","999","varp","0.0390387701902123"
"421","24","30","hn+cov1","999","p","0.203704435424367"
"422","24","30","hn+cov1","999","b0","-0.206037377552206"
"423","24","30","hn+cov1","999","cov1","-0.747668865035933"
"424","24","30","hn+cov1","999","cov2",NA
"425","24","30","hn+cov1","999","aic","-44.3543883472606"
"426","24","30","hn+cov1","999","varp","0.0633677177056606"
"427","24","30","hn+cov1+cov2","999","p","0.211447035083786"
"428","24","30","hn+cov1+cov2","999","b0","-0.416734610188316"
"429","24","30","hn+cov1+cov2","999","cov1","-0.232124307528362"
"430","24","30","hn+cov1+cov2","999","cov2","-0.606430539509545"
"431","24","30","hn+cov1+cov2","999","aic","-43.2090305852528"
"432","24","30","hn+cov1+cov2","999","varp","0.0549422553751273"
"433","25","30","hn","999","p","0.294775640254328"
"434","25","30","hn","999","b0","-1.4473092183382"
"435","25","30","hn","999","cov1",NA
"436","25","30","hn","999","cov2",NA
"437","25","30","hn","999","aic","-41.3044328551537"
"438","25","30","hn","999","varp","0.0390651116257488"
"439","25","30","hn+cov1","999","p","0.232707379625888"
"440","25","30","hn+cov1","999","b0","-0.84972932176937"
"441","25","30","hn+cov1","999","cov1","-0.456724565166285"
"442","25","30","hn+cov1","999","cov2",NA
"443","25","30","hn+cov1","999","aic","-46.7292226435551"
"444","25","30","hn+cov1","999","varp","0.0431665758336354"
"445","25","30","hn+cov1+cov2","999","p","0.231561755050177"
"446","25","30","hn+cov1+cov2","999","b0","-0.824935456792153"
"447","25","30","hn+cov1+cov2","999","cov1","-0.600275901281438"
